Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HC,AC,HF,AF,Path,Season,HP1,HP2,HP3,HP4,HP5,HP6,HP7,HP8,HP9,HP10,HP11,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,HPG,HPD,HPF,HPM,APD,APG,APF,APM
21-Feb-04,Newcastle,Middlesbrough,2,1,H,0,1,A,,G Poll,16,8,9,4,7,3,20,21,.data/EPL/2003-04/4593.json,3,1869,851,89,2093,1890,1740,239,2126,1955,1230,1664,1361,929,35,153,2056,2528,1218,2314,1072,1948,1952,1,4,2,4,4,1,,6
21-Feb-04,Southampton,Everton,3,3,D,0,2,A,,P Dowd,9,12,5,6,6,5,14,19,.data/EPL/2003-04/4562.json,3,2133,1768,2329,1246,1391,2335,1607,1033,70,1426,528,2064,877,1886,181,720,1881,2063,2239,1757,146,1433,1,5,2,3,5,1,2,3
21-Feb-04,Wolves,Fulham,2,1,H,1,0,H,,H Webb,12,9,10,5,8,6,13,16,.data/EPL/2003-04/4487.json,3,916,2573,1259,326,2572,1455,1752,1754,2590,2589,1284,2075,2070,1306,2080,2079,2085,2078,96,1830,2463,2402,1,4,2,4,4,1,2,4
22-Feb-04,Aston Villa,Birmingham,2,2,D,1,0,H,,J Winter,11,13,8,9,7,5,15,14,.data/EPL/2003-04/4510.json,3,1840,1210,1309,1751,1597,2169,1843,2012,1308,848,1505,2187,524,972,706,1336,2184,961,1538,1242,2194,2181,1,3,2,5,4,1,2,4
22-Feb-04,Tottenham,Leicester,4,4,D,3,1,H,,N Barry,10,14,9,7,4,3,9,14,.data/EPL/2003-04/4601.json,3,1773,776,1692,918,1627,1193,1748,1775,880,1526,1770,1436,544,1282,462,2491,1628,884,660,1014,1201,27,1,5,2,3,4,1,3,3
28-Feb-04,Arsenal,Charlton,2,1,H,2,0,H,,G Barber,21,6,11,3,12,3,8,10,.data/EPL/2003-04/4798.json,3,1494,991,1831,1834,2002,557,1835,1132,1659,1497,2409,1848,1898,2051,2058,1371,1851,1344,111,1464,1451,1850,1,3,2,5,4,1,2,4
28-Feb-04,Blackburn,Southampton,1,1,D,0,1,A,,M Dean,16,10,7,6,6,9,10,8,.data/EPL/2003-04/4685.json,3,1920,2204,2018,2023,1420,725,2024,1253,2434,1808,1037,1768,1033,2329,1391,1005,2335,1607,1246,2131,70,528,1,4,2,4,4,1,2,4
28-Feb-04,Everton,Aston Villa,2,0,H,0,0,D,,M Messias,15,12,7,8,5,11,13,18,.data/EPL/2003-04/4564.json,3,1886,877,1757,146,1433,2064,1881,2063,2239,1017,720,1840,1308,1210,1309,1751,848,1597,2169,1843,2012,1505,1,5,2,3,3,1,2,5
28-Feb-04,Fulham,Man United,1,1,D,0,1,A,,A Wiley,7,13,3,7,4,3,13,19,.data/EPL/2003-04/4549.json,3,2078,2467,2070,1306,2080,2079,96,1736,1830,2402,2465,2112,1943,1211,407,1718,1717,336,1598,2118,921,2522,1,4,1,5,3,1,3,4
28-Feb-04,Leicester,Wolves,0,0,D,0,0,D,,J Winter,10,6,6,3,6,3,7,9,.data/EPL/2003-04/4652.json,3,1436,544,884,27,2104,670,1628,660,1708,1201,1382,916,1259,326,1284,2572,2590,1455,1752,1754,2589,315,1,3,3,4,4,1,2,4
28-Feb-04,Man City,Chelsea,0,1,A,0,0,D,,R Styles,14,9,4,4,7,1,8,11,.data/EPL/2003-04/4536.json,3,1215,2138,1184,252,2509,2510,2125,2513,277,271,1934,1632,2148,1518,2457,1676,1353,1458,2054,1413,2316,800,1,4,2,4,4,1,2,4
29-Feb-04,Leeds,Liverpool,2,2,D,2,2,D,,P Durkin,12,22,6,13,6,8,13,11,.data/EPL/2003-04/4440.json,3,2100,1706,1589,1590,1698,694,1412,259,1404,1495,1909,915,1049,1423,1595,1575,1208,1710,1335,1359,2111,2072,1,4,2,4,4,1,2,4
29-Feb-04,Portsmouth,Newcastle,1,1,D,0,1,A,,A D'Urso,18,5,8,2,8,6,9,9,.data/EPL/2003-04/4804.json,3,1080,2547,1092,1315,2540,2553,2541,1959,2542,2452,1247,1869,851,89,2126,1890,239,1955,1190,1230,1740,1664,1,4,2,4,4,1,2,4
03-Mar-04,Birmingham,Middlesbrough,3,1,H,1,0,H,,R Styles,9,8,5,6,4,5,13,20,.data/EPL/2003-04/4692.json,3,2187,1131,972,1336,2184,1384,1242,1331,961,1538,706,2120,1361,929,35,1429,153,2056,2122,1218,2044,1952,1,4,2,4,4,1,1,5
06-Mar-04,Birmingham,Bolton,2,0,H,1,0,H,,A D'Urso,10,10,6,2,3,5,10,15,.data/EPL/2003-04/4489.json,3,2187,1131,972,706,2184,961,1242,1331,1336,1384,1538,1249,2032,1346,2037,104,755,1342,2040,2208,2209,2031,1,4,2,4,5,1,1,4
09-Mar-04,Middlesbrough,Tottenham,1,0,H,0,0,D,,A D'Urso,10,10,6,2,3,5,10,15,.data/EPL/2003-04/4633.json,3,2120,1361,35,153,2056,2528,1218,2314,1072,2313,1952,1773,776,566,1692,918,1627,1193,1748,880,1526,1771,1,4,,6,5,1,2,3
13-Mar-04,Birmingham,Leicester,0,1,A,0,0,D,,M Messias,6,4,4,2,8,6,12,26,.data/EPL/2003-04/4805.json,3,2187,972,1131,706,1114,2184,961,1538,1242,1331,1384,1436,544,1282,1917,2104,670,1003,462,660,1628,1382,1,4,2,4,4,1,3,3
13-Mar-04,Blackburn,Arsenal,0,2,A,0,0,D,,A Wiley,10,14,5,5,8,3,12,11,.data/EPL/2003-04/4473.json,3,2018,2023,1420,725,1381,2024,1253,2434,1808,356,1037,1494,1831,2165,1834,2002,557,1835,1132,1659,2409,2415,1,4,2,4,3,1,2,5
13-Mar-04,Bolton,Chelsea,0,2,A,0,0,D,,G Poll,20,12,11,8,8,6,8,13,.data/EPL/2003-04/4772.json,3,1249,2032,2209,755,1342,1445,2040,2048,2208,2031,2443,1004,2316,1353,2449,1533,1863,1413,1458,2457,2054,800,1,5,2,3,4,1,2,4
13-Mar-04,Charlton,Middlesbrough,1,0,H,1,0,H,,M Dean,14,15,7,9,4,7,13,9,.data/EPL/2003-04/4806.json,3,1848,1898,1515,587,1850,2058,1371,1851,1344,1464,1451,2120,1361,2528,35,153,2056,1218,2314,1072,1952,1948,1,4,2,4,4,1,,6
13-Mar-04,Everton,Portsmouth,1,0,H,0,0,D,,N Barry,13,5,6,3,6,4,10,12,.data/EPL/2003-04/4579.json,3,720,877,1757,146,1884,2064,1881,2063,2239,1017,1882,1080,406,1302,1315,1959,2540,2553,1427,2541,2547,1247,1,5,2,3,4,1,2,4
13-Mar-04,Fulham,Leeds,2,0,H,0,0,D,,S Dunn,19,9,10,6,4,7,14,13,.data/EPL/2003-04/4766.json,3,2070,1306,2080,2079,2075,2085,2078,96,1830,2465,1096,1589,1590,1698,1412,694,2100,259,1404,1495,1407,1909,1,4,1,5,4,1,2,4
14-Mar-04,Man City,Man United,4,1,H,2,1,H,,S Bennett,17,17,11,9,7,4,18,14,.data/EPL/2003-04/4792.json,3,1184,252,2513,2509,2510,2125,1215,271,277,2138,1934,1211,335,1719,2516,2522,1943,1717,336,2117,921,332,1,4,2,4,4,1,2,4
14-Mar-04,Southampton,Liverpool,2,0,H,0,0,D,,D Gallagher,7,18,3,12,1,7,20,8,.data/EPL/2003-04/4694.json,3,1768,1033,70,2329,1391,1005,2335,1607,2561,1246,528,915,2289,1049,1335,1595,2111,1575,1208,1710,1921,2109,1,4,2,4,3,1,3,4
14-Mar-04,Tottenham,Newcastle,1,0,H,0,0,D,,H Webb,11,6,4,4,3,12,13,13,.data/EPL/2003-04/4497.json,3,1727,776,1692,1627,1193,880,1526,1771,918,1770,1805,1869,851,2127,89,239,2126,1230,1955,1190,1565,1664,1,6,3,1,4,1,2,4
14-Mar-04,Wolves,Aston Villa,0,4,A,0,3,A,,P Durkin,9,15,1,7,8,13,10,14,.data/EPL/2003-04/4470.json,3,916,1259,326,2572,2592,1455,1752,1754,2590,315,1284,1840,1843,1308,1210,1309,1751,1597,2169,2012,848,1505,1,4,2,4,3,1,2,5
17-Mar-04,Liverpool,Portsmouth,3,0,H,2,0,H,,B Knight,20,4,13,4,10,8,9,20,.data/EPL/2003-04/4651.json,3,915,1423,908,1595,1208,1710,1921,2110,2109,1575,1049,1080,2452,1302,1315,1984,1095,1427,2541,1959,2555,2547,1,3,2,5,4,1,3,3
20-Mar-04,Arsenal,Bolton,2,1,H,2,1,H,,G Barber,11,8,8,2,6,1,12,14,.data/EPL/2003-04/4586.json,3,1494,1831,1834,2002,557,1835,1132,2165,1659,991,2409,1249,2032,2040,2209,755,1342,1445,2048,2443,2208,2031,1,3,2,5,5,1,2,3
20-Mar-04,Aston Villa,Blackburn,0,2,A,0,2,A,,A D'Urso,10,16,7,7,4,6,11,14,.data/EPL/2003-04/4657.json,3,1840,1309,1751,848,2169,1843,2012,1597,1308,2013,1505,356,300,1420,725,2018,2024,1253,2434,1808,1037,2436,1,3,2,5,4,1,2,4
20-Mar-04,Chelsea,Fulham,2,1,H,2,1,H,,N Barry,13,5,8,1,9,1,12,13,.data/EPL/2003-04/4546.json,3,1004,1866,2316,2457,1353,2449,1533,1863,1458,2054,800,2070,1306,1096,2080,2079,2075,2085,2078,96,1830,2463,1,4,2,4,4,1,1,5
20-Mar-04,Leicester,Everton,1,1,D,0,0,D,,B Knight,10,7,4,3,9,2,12,21,.data/EPL/2003-04/4619.json,3,1436,544,1282,1917,462,27,2104,670,660,1628,1382,1886,720,2064,146,1433,877,2063,2239,2460,1017,1882,1,4,4,2,5,1,2,3
20-Mar-04,Liverpool,Wolves,1,0,H,0,0,D,,R Styles,12,8,4,6,14,4,5,12,.data/EPL/2003-04/4698.json,3,915,1595,1575,1208,1710,908,1921,2110,2109,1423,1049,2592,2573,1259,326,2572,2589,1455,1752,1754,916,2590,1,3,2,5,4,1,2,4
20-Mar-04,Man United,Tottenham,3,0,H,1,0,H,,D Gallagher,11,8,6,3,4,2,14,10,.data/EPL/2003-04/4664.json,3,2112,1211,1719,407,1217,336,1717,335,2117,2118,921,880,776,1526,1692,1627,1193,1771,918,1770,1727,2359,1,4,3,3,6,1,2,2
20-Mar-04,Middlesbrough,Birmingham,5,3,H,4,2,H,,U Rennie,13,18,9,12,4,4,11,13,.data/EPL/2003-04/4465.json,3,1072,2120,929,35,2319,153,2528,1218,1429,1952,2314,2187,1131,972,1114,2182,1538,1242,1331,1336,1384,961,1,4,1,5,4,1,2,4
20-Mar-04,Newcastle,Charlton,3,1,H,2,0,H,,M Riley,15,6,10,2,6,6,11,12,.data/EPL/2003-04/4548.json,3,851,2127,89,2093,239,2126,1962,1230,1955,1565,1664,1848,1898,1515,2051,587,1371,2058,1851,1464,1451,1850,1,4,2,4,4,1,2,4
21-Mar-04,Portsmouth,Southampton,1,0,H,0,0,D,,M Halsey,16,13,8,8,6,4,16,12,.data/EPL/2003-04/4432.json,3,1080,1315,406,2540,1095,2553,576,2541,2542,2452,2547,1033,1768,2329,1391,1005,2557,2561,2130,1246,1426,528,1,5,2,3,4,1,2,4
22-Mar-04,Leeds,Man City,2,1,H,1,1,D,,A Wiley,4,21,3,14,4,5,13,14,.data/EPL/2003-04/4610.json,3,2100,694,259,1589,1404,1590,1407,1698,1495,1909,1412,2511,1184,252,2509,2510,2125,2513,277,2303,1934,1135,1,4,2,4,4,1,2,4
27-Mar-04,Birmingham,Leeds,4,1,H,1,1,D,,M Halsey,17,11,7,7,7,7,11,18,.data/EPL/2003-04/4614.json,3,2187,1131,972,1114,1336,2182,1384,1242,1331,961,1538,1589,1590,1698,1412,694,2100,259,1404,1495,1407,1909,1,4,2,4,4,1,2,4
27-Mar-04,Blackburn,Portsmouth,1,2,A,1,1,D,,P Durkin,14,8,9,4,5,3,11,10,.data/EPL/2003-04/4718.json,3,1808,1253,2018,356,300,1420,725,2024,2434,1037,2436,1080,576,1315,2542,406,2540,1095,2553,2541,2452,2547,1,4,2,4,5,1,2,3
27-Mar-04,Charlton,Aston Villa,1,2,A,1,1,D,,B Knight,11,19,9,11,3,12,11,14,.data/EPL/2003-04/4543.json,3,1848,1898,1515,2051,587,1118,2058,1851,1464,1451,1850,1840,1210,1309,1042,1751,848,2169,1843,2012,1308,1505,1,3,3,4,3,1,2,5
27-Mar-04,Chelsea,Wolves,5,2,H,1,1,D,,G Barber,15,9,10,4,7,4,6,12,.data/EPL/2003-04/4783.json,3,1145,1632,2454,1677,2457,1353,2449,2054,1866,800,2316,2573,326,2572,2592,1259,1455,1752,1754,916,2590,2589,1,4,2,4,4,1,2,4
27-Mar-04,Everton,Middlesbrough,1,1,D,0,0,D,,S Bennett,14,10,7,5,8,4,16,13,.data/EPL/2003-04/4476.json,3,1886,1017,1757,146,1433,2064,2063,2239,720,1882,2066,2120,1361,1695,2319,153,2056,2528,1218,929,1072,1952,1,5,2,3,4,1,1,5
27-Mar-04,Man City,Fulham,0,0,D,0,0,D,,J Winter,12,5,4,2,3,1,12,10,.data/EPL/2003-04/4801.json,3,2138,1184,2296,252,2513,277,2509,2125,1135,1934,2511,2070,1306,2080,2246,2075,2085,2078,1736,1830,2463,1096,1,4,2,4,4,1,1,5
27-Mar-04,Southampton,Tottenham,1,0,H,0,0,D,,C Foy,18,15,11,9,10,6,8,16,.data/EPL/2003-04/4629.json,3,1768,1033,2329,2562,1391,1005,1607,1246,2131,1426,528,1727,1805,1773,776,1692,918,1627,1193,1526,1771,1770,1,3,2,5,5,1,3,2
28-Mar-04,Arsenal,Man United,1,1,D,0,0,D,,G Poll,17,13,10,8,8,7,15,18,.data/EPL/2003-04/4556.json,3,1831,1834,2002,557,1835,1132,1659,1497,2409,2413,2415,2112,1943,1211,1719,407,2520,321,1717,336,335,2117,1,3,2,5,4,1,1,5
28-Mar-04,Bolton,Newcastle,1,0,H,1,0,H,,M Dean,20,15,12,7,7,7,11,10,.data/EPL/2003-04/4774.json,3,1249,2209,2032,755,1342,1445,2040,2048,2031,2443,2208,2323,1869,851,89,2126,1890,2127,239,1955,1190,1565,1,5,2,3,4,1,2,4
28-Mar-04,Leicester,Liverpool,0,0,D,0,0,D,,P Dowd,13,19,9,12,7,10,15,20,.data/EPL/2003-04/4459.json,3,2491,1436,544,1282,27,2104,670,1628,462,660,1382,915,2284,1049,908,1595,1575,1710,1921,2111,2109,1571,1,4,3,3,3,1,2,5
03-Apr-04,Fulham,Birmingham,0,0,D,0,0,D,,M Riley,6,6,5,1,4,2,24,22,.data/EPL/2003-04/4588.json,3,2070,1306,2080,2079,2075,2085,2078,1736,1830,2246,2463,1131,2187,972,706,1336,1114,1384,1538,1242,1331,2182,1,4,1,5,4,1,2,4
03-Apr-04,Middlesbrough,Bolton,2,0,H,1,0,H,,N Barry,10,13,6,8,7,8,13,15,.data/EPL/2003-04/4690.json,3,1072,1361,929,1695,35,2319,2056,2528,1218,1429,1952,2040,2209,714,1249,104,2208,1342,1445,2048,2443,2031,1,3,1,6,5,1,2,3
03-Apr-04,Newcastle,Everton,4,2,H,2,1,H,,D Gallagher,12,13,8,6,5,9,11,7,.data/EPL/2003-04/4795.json,3,1869,851,89,2093,2126,1890,1740,239,1955,1230,1565,1886,720,25,146,1433,181,2239,1757,2063,1882,2066,1,4,2,4,5,1,2,3
03-Apr-04,Tottenham,Chelsea,0,1,A,0,1,A,,S Bennett,12,10,7,7,5,4,10,10,.data/EPL/2003-04/4639.json,3,1727,880,776,1692,1627,1193,1526,1771,262,918,1770,2454,1677,1004,1353,2449,1458,2054,1866,1413,800,1518,1,6,2,2,4,1,2,4
03-Apr-04,Wolves,Southampton,1,4,A,0,1,A,,M Halsey,8,13,3,10,3,6,12,8,.data/EPL/2003-04/4778.json,3,916,2592,1259,326,2572,1455,1752,1754,2590,2589,315,1033,1768,528,2329,2562,1391,1005,1607,1246,2131,1426,1,4,2,4,3,1,2,5
04-Apr-04,Aston Villa,Man City,1,1,D,1,0,H,,U Rennie,6,7,3,4,5,4,13,13,.data/EPL/2003-04/4480.json,3,1840,1843,1308,1210,1309,1042,1751,848,2169,2012,1505,1215,1184,2296,1179,252,2509,2125,2138,271,1934,2511,1,3,2,5,4,1,2,4
04-Apr-04,Liverpool,Blackburn,4,0,H,3,0,H,,J Winter,24,9,11,2,6,4,8,10,.data/EPL/2003-04/4638.json,3,915,2289,1049,1595,1575,1710,908,1208,1921,2110,2109,1920,300,2204,356,1420,1037,2024,2436,1253,2434,1808,1,3,3,4,4,1,2,4
05-Apr-04,Leeds,Leicester,3,2,H,2,0,H,,M Dean,15,14,10,9,7,11,19,14,.data/EPL/2003-04/4761.json,3,669,1589,1590,1698,1412,694,2100,259,1404,1495,1909,1436,544,1201,1282,462,2104,670,884,660,1628,1382,1,5,2,3,4,1,3,3
09-Apr-04,Arsenal,Liverpool,4,2,H,1,2,A,,A Wiley,12,12,7,5,2,8,16,9,.data/EPL/2003-04/4501.json,3,1494,1831,2165,2002,557,1835,1132,1659,1497,991,2409,915,2289,1049,1595,1575,1208,1710,908,1921,2110,2109,1,3,2,5,3,1,3,4
09-Apr-04,Everton,Tottenham,3,1,H,3,0,H,,R Styles,13,12,10,7,8,4,9,14,.data/EPL/2003-04/4539.json,3,720,1757,146,1433,181,2063,2239,1886,2460,1882,2066,1727,1775,776,1974,1692,1193,1526,1771,262,918,1770,1,5,1,4,5,1,2,3
10-Apr-04,Birmingham,Man United,1,2,A,1,0,H,,D Gallagher,11,10,8,6,0,3,11,10,.data/EPL/2003-04/4677.json,3,2187,1114,1131,972,706,1336,961,1538,1242,1331,1384,2112,1211,335,1719,2520,1217,321,1943,1717,336,1598,1,3,2,5,4,1,2,4
10-Apr-04,Blackburn,Leeds,1,2,A,0,1,A,,S Dunn,9,8,7,3,6,4,14,13,.data/EPL/2003-04/4544.json,3,2435,2018,300,1420,725,2430,2024,1253,2434,1037,2436,2100,669,1589,694,1412,259,1404,1495,1698,1909,1045,1,4,2,4,5,1,2,3
10-Apr-04,Bolton,Aston Villa,2,2,D,0,1,A,,M Messias,16,7,7,3,6,4,10,12,.data/EPL/2003-04/4455.json,3,1249,2032,2040,2209,2037,104,1342,1445,1346,2048,755,1629,1840,1308,1309,1042,1751,2169,2012,2013,848,1505,1,4,2,4,3,1,2,5
10-Apr-04,Charlton,Portsmouth,1,1,D,1,0,H,,A D'Urso,9,10,3,8,6,2,14,8,.data/EPL/2003-04/4788.json,3,1848,1898,1515,2051,1118,1371,1855,1851,1168,1464,1854,1080,576,2540,1315,406,1095,2553,2541,2542,2452,2547,1,4,3,3,5,1,2,3
10-Apr-04,Chelsea,Middlesbrough,0,0,D,0,0,D,,M Halsey,19,9,9,5,6,2,10,8,.data/EPL/2003-04/4644.json,3,1866,1353,2449,1533,1863,1413,2054,800,2454,1145,1632,937,2120,1361,35,2319,2528,2123,1218,1072,1429,1948,1,4,2,4,4,1,2,4
10-Apr-04,Leicester,Fulham,0,2,A,0,0,D,,P Walton,10,9,7,4,15,4,13,15,.data/EPL/2003-04/4609.json,3,544,1282,27,2104,670,884,1436,660,1628,1201,1382,2078,2070,1306,2080,2079,2246,2075,2085,1736,1830,2463,1,4,3,3,4,1,1,5
10-Apr-04,Man City,Wolves,3,3,D,2,2,D,,J Winter,14,15,8,9,5,6,9,12,.data/EPL/2003-04/4750.json,3,2511,1184,2296,252,277,2509,2125,2513,271,1934,1135,2581,916,2576,326,2573,1284,2572,2590,1519,1455,1752,1,4,2,4,4,1,1,5
11-Apr-04,Newcastle,Arsenal,0,0,D,0,0,D,,P Durkin,9,11,5,5,5,4,14,12,.data/EPL/2003-04/4720.json,3,1869,851,2127,89,2093,2126,239,1955,1565,1230,1664,1831,2165,1834,2002,1494,557,1132,1659,2409,2415,1836,1,4,2,4,3,1,3,4
12-Apr-04,Aston Villa,Chelsea,3,2,H,1,1,D,,J Winter,5,6,3,2,7,2,8,14,.data/EPL/2003-04/4525.json,3,1629,1840,1308,1210,1309,1042,1751,2169,2012,848,1505,2053,2456,1004,1518,2316,2457,1353,2449,1677,1458,800,1,3,2,5,4,1,2,4
12-Apr-04,Fulham,Blackburn,3,4,A,2,1,H,,M Dean,10,11,7,7,6,1,12,14,.data/EPL/2003-04/4587.json,3,2078,2472,2070,1306,2246,2079,2075,2080,1736,1830,2463,2018,300,1420,2430,2024,725,1808,1037,2198,2023,2436,1,4,1,5,4,1,2,4
12-Apr-04,Liverpool,Charlton,0,1,A,0,0,D,,P Dowd,25,6,16,3,7,4,12,17,.data/EPL/2003-04/4733.json,3,915,2289,1049,1595,1575,1208,1710,1335,908,2110,2109,1848,1898,1515,1854,2051,1850,1371,1855,1851,1168,1464,1,4,3,3,4,1,2,4
12-Apr-04,Middlesbrough,Southampton,3,1,H,2,0,H,,D Gallagher,25,16,18,8,6,3,11,14,.data/EPL/2003-04/4649.json,3,937,1072,2120,2319,2528,1361,929,35,2056,2123,1218,1033,1768,2329,2562,1005,1607,1391,1246,2131,1426,2557,1,4,2,4,3,1,2,5
12-Apr-04,Portsmouth,Birmingham,3,1,H,1,0,H,,B Knight,12,6,6,2,4,4,19,11,.data/EPL/2003-04/4759.json,3,1080,2547,2541,1315,406,1095,2553,1959,2542,2452,1247,2187,1131,2184,972,1336,960,1242,1331,2193,1538,706,1,4,2,4,5,1,2,3
12-Apr-04,Tottenham,Man City,1,1,D,0,1,A,,C Foy,15,9,10,8,4,3,10,21,.data/EPL/2003-04/4491.json,3,880,1805,776,1193,1775,1526,1771,1355,918,1770,262,1184,252,277,2509,2125,2296,2513,271,1934,2511,1135,1,4,2,4,4,1,2,4
12-Apr-04,Wolves,Bolton,1,2,A,1,1,D,,U Rennie,8,13,3,4,6,9,12,11,.data/EPL/2003-04/4659.json,3,2581,916,2576,326,1284,2572,1455,1752,2590,315,1519,1249,2032,1346,104,1342,1445,2040,2048,2208,2031,2443,1,4,1,5,5,1,2,3
13-Apr-04,Leeds,Everton,1,1,D,0,1,A,,P Durkin,14,8,7,4,10,5,12,12,.data/EPL/2003-04/4711.json,3,2100,694,886,259,669,1589,1404,1495,1909,1412,1045,1757,146,1433,2064,181,2239,1886,2063,1882,720,2066,1,6,2,2,5,1,2,3
13-Apr-04,Man United,Leicester,1,0,H,0,0,D,,M Halsey,16,12,12,5,7,4,11,11,.data/EPL/2003-04/4458.json,3,2112,1211,1719,321,1717,336,1598,2118,2140,332,2522,1436,1708,544,1282,2104,670,1003,660,1628,27,1382,1,4,4,2,4,1,2,4
16-Apr-04,Arsenal,Leeds,5,0,H,3,0,H,,D Gallagher,15,7,8,2,3,8,10,10,.data/EPL/2003-04/4721.json,3,1836,991,1831,2002,557,1835,1132,2165,1659,2409,2413,2100,886,669,1909,1589,1412,694,259,1404,1495,1045,1,3,3,4,6,1,2,2
17-Apr-04,Blackburn,Leicester,1,0,H,1,0,H,,R Styles,12,8,4,4,2,4,16,14,.data/EPL/2003-04/4717.json,3,1808,2018,300,1420,725,2430,2024,2436,1037,2198,2023,1436,1003,544,2104,1282,462,27,103,670,884,1382,1,4,2,4,4,1,4,2
17-Apr-04,Bolton,Tottenham,2,0,H,1,0,H,,J Winter,15,4,10,0,11,5,18,21,.data/EPL/2003-04/4779.json,3,1249,2032,2037,755,1342,1445,2040,2048,2031,2208,2209,1775,1805,1974,1627,1193,1526,1771,1355,262,918,1770,1,5,2,3,4,1,2,4
17-Apr-04,Charlton,Birmingham,1,1,D,0,0,D,,C Foy,12,7,5,4,9,3,14,9,.data/EPL/2003-04/4463.json,3,1848,1898,1515,2051,1371,1855,1851,1168,1464,1850,1854,2187,1131,972,706,1336,960,1242,1331,1384,961,1538,1,4,2,4,4,1,2,4
17-Apr-04,Chelsea,Everton,0,0,D,0,0,D,,G Poll,16,5,6,4,8,4,11,10,.data/EPL/2003-04/4532.json,3,2053,1632,2054,2316,2449,1533,1413,1458,2456,800,1518,1558,1757,146,1433,2064,2066,2063,2239,1886,2460,1882,1,4,2,4,4,1,2,4
17-Apr-04,Liverpool,Fulham,0,0,D,0,0,D,,S Bennett,18,11,10,7,14,7,16,10,.data/EPL/2003-04/4790.json,3,915,2284,1595,1575,1208,1710,1335,2110,2109,1711,1049,2463,2467,2472,2070,1306,2246,2079,2078,96,1736,1830,1,4,1,5,4,1,1,5
17-Apr-04,Man City,Southampton,1,3,A,0,1,A,,G Barber,15,9,7,5,6,3,11,9,.data/EPL/2003-04/4467.json,3,2511,1184,2296,252,277,2509,2125,271,2513,1934,1135,1033,1768,2329,2562,1391,1607,1246,1005,70,1426,1623,1,4,2,4,3,1,3,4
17-Apr-04,Portsmouth,Man United,1,0,H,1,0,H,,N Barry,9,19,4,12,3,13,14,8,.data/EPL/2003-04/4534.json,3,1080,1315,406,1959,1095,2553,2541,2542,2452,2547,1247,2112,1211,1719,332,2520,1717,321,336,1598,1217,335,1,4,2,4,4,1,2,4
17-Apr-04,Wolves,Middlesbrough,2,0,H,1,0,H,,A D'Urso,12,16,8,10,6,8,10,10,.data/EPL/2003-04/4472.json,3,2581,916,2576,326,2573,1284,2572,1519,1455,1752,2590,2319,1361,929,1695,35,2120,2056,2528,2123,1218,1072,1,4,1,5,4,1,2,4
18-Apr-04,Aston Villa,Newcastle,0,0,D,0,0,D,,B Knight,10,5,1,4,7,3,17,13,.data/EPL/2003-04/4789.json,3,1629,1840,1210,1308,1309,1751,848,2169,2012,1597,1505,851,89,2126,2127,1740,1869,239,1955,1230,1565,1664,1,3,2,5,4,1,2,4
20-Apr-04,Man United,Charlton,2,0,H,1,0,H,,S Dunn,10,5,6,0,8,3,10,8,.data/EPL/2003-04/4529.json,3,1943,1211,1719,2516,332,2140,321,2117,921,2520,1598,1848,1898,1515,1854,111,2051,1371,1855,1851,1464,1168,1,4,3,3,4,1,2,4
24-Apr-04,Everton,Blackburn,0,1,A,0,0,D,,P Dowd,16,10,9,7,8,5,8,22,.data/EPL/2003-04/4758.json,3,720,1558,1757,146,1433,2064,1882,2066,2063,2239,1886,1808,2018,300,1420,2430,2024,2436,725,1253,1037,2023,1,5,2,3,4,1,2,4
24-Apr-04,Fulham,Charlton,2,0,H,1,0,H,,M Messias,8,8,6,3,4,7,15,13,.data/EPL/2003-04/4488.json,3,2467,2472,2070,2079,2246,2078,96,1736,1830,2463,1306,1848,1898,1515,111,2051,2058,1118,1371,1851,1464,1168,1,4,1,5,4,1,2,4
24-Apr-04,Leicester,Man City,1,1,D,0,1,A,,A D'Urso,12,11,5,5,4,2,13,14,.data/EPL/2003-04/4723.json,3,1436,2486,544,103,1282,462,27,2104,670,884,1628,1184,2296,252,741,2509,2125,1179,1135,2303,1934,2511,1,4,3,3,4,1,2,4
24-Apr-04,Man United,Liverpool,0,1,A,0,0,D,,M Riley,11,9,4,4,3,4,19,15,.data/EPL/2003-04/4787.json,3,1211,1719,407,2516,1717,321,1943,1598,921,335,2522,915,1423,1595,2072,1575,1710,1335,1208,2110,2109,1049,1,5,2,3,5,1,1,4
24-Apr-04,Middlesbrough,Aston Villa,1,2,A,1,1,D,,G Barber,31,12,21,9,12,8,12,15,.data/EPL/2003-04/4559.json,3,2319,1361,1695,35,2120,2056,2528,1218,929,1072,1952,1840,1843,1210,1309,1042,1751,1597,2169,2012,1308,1505,1,4,1,5,3,1,2,5
24-Apr-04,Southampton,Bolton,1,2,A,1,0,H,,S Dunn,9,11,3,8,2,2,13,16,.data/EPL/2003-04/4737.json,3,1033,1768,70,2329,2562,1005,1607,1391,1246,1426,1623,1249,2032,2209,2048,2037,755,1342,1445,2040,104,2208,1,3,3,4,5,1,2,3
